YearWeekISO,ReportingCountry,Denominator,NumberOfIndivOneDose,Region,TargetGroup,Vaccine,Population
2023-12,IE,369231,22,IE,Age70_79,NVXDXBB,5271395
2023-11,IE,369231,49335,IE,Age70_79,COMXBB,5271395
2024-01,IE,369231,20,IE,Age70_79,OTHER,5271395
2024-03,IE,527308,3,IE,Age60_69,NVXDXBB,5271395
2023-09,IE,527308,288,IE,Age60_69,OTHER,5271395
2023-10,IE,527308,0,IE,Age60_69,NVXDXBB,5271395
2023-10,IE,527308,96652,IE,Age60_69,COMXBB,5271395
2024-02,IE,527308,1572,IE,Age60_69,COMXBB,5271395
2024-02,IE,527308,0,IE,Age60_69,OTHER,5271395
2023-12,IE,527308,40,IE,Age60_69,NVXDXBB,5271395
2023-12,IE,527308,19879,IE,Age60_69,COMXBB,5271395
2024-03,IE,527308,0,IE,Age60_69,OTHER,5271395
2024-02,IE,527308,4,IE,Age60_69,NVXDXBB,5271395
2024-01,IE,527308,7121,IE,Age60_69,COMXBB,5271395
2024-01,IE,527308,21,IE,Age60_69,OTHER,5271395
2023-11,IE,527308,0,IE,Age60_69,NVXDXBB,5271395
2023-09,IE,527308,11539,IE,Age60_69,COMXBB,5271395
2024-02,IS,39986,67,IS,Age60_69,COMXBB,387758
2023-10,IS,39986,4682,IS,Age60_69,COMXBB,387758
2024-01,IS,39986,258,IS,Age60_69,COMXBB,387758
2023-12,IS,39986,2044,IS,Age60_69,COMXBB,387758
2024-01,IS,,,IS,HCW,COMXBB,387758
2023-11,IS,,,IS,HCW,COMXBB,387758
2024-02,IS,,,IS,HCW,COMXBB,387758
2024-03,IS,,,IS,HCW,COMXBB,387758
2023-10,IS,,,IS,HCW,COMXBB,387758
2023-09,IS,,,IS,HCW,COMXBB,387758
2023-12,IS,,,IS,HCW,COMXBB,387758
2024-03,IS,,,IS,Pregnant,COMXBB,387758
2023-09,IS,,,IS,Pregnant,COMXBB,387758
2023-10,IS,,,IS,Pregnant,COMXBB,387758
2023-11,IS,,,IS,Pregnant,COMXBB,387758
2024-02,IS,,,IS,Pregnant,COMXBB,387758
2023-12,IS,,,IS,Pregnant,COMXBB,387758
2024-01,IS,,,IS,Pregnant,COMXBB,387758
2023-12,IS,303039,0,IS,ALL,UNK,387758
2023-09,IS,303039,0,IS,ALL,UNK,387758
2023-11,IS,303039,0,IS,ALL,OTHER,387758
2023-09,IS,303039,244,IS,ALL,OTHER,387758
2024-01,IS,303039,0,IS,ALL,UNK,387758
2024-02,IS,303039,166,IS,ALL,COMXBB,387758
2024-03,IS,303039,0,IS,ALL,OTHER,387758
2024-01,IS,303039,0,IS,ALL,OTHER,387758
2023-11,IS,303039,10398,IS,ALL,COMXBB,387758
2024-02,IS,303039,0,IS,ALL,OTHER,387758
2024-03,IS,303039,89,IS,ALL,COMXBB,387758
2024-01,IS,303039,675,IS,ALL,COMXBB,387758
2023-11,IS,,,IS,Chronic,COMXBB,387758
2024-02,IS,,,IS,Chronic,COMXBB,387758
2023-10,IS,26220,5727,IS,Age70_79,COMXBB,387758
2023-09,IS,26220,0,IS,Age70_79,COMXBB,387758
2023-12,IS,26220,1616,IS,Age70_79,COMXBB,387758
2024-02,IS,26220,54,IS,Age70_79,COMXBB,387758
2024-01,IS,26220,189,IS,Age70_79,COMXBB,387758
2023-11,IS,26220,3620,IS,Age70_79,COMXBB,387758
2024-03,IS,26220,27,IS,Age70_79,COMXBB,387758
2024-01,IS,13373,45,IS,Age80+,COMXBB,387758
2024-03,IS,13373,2,IS,Age80+,COMXBB,387758
2023-10,IS,13373,3539,IS,Age80+,COMXBB,387758
2024-02,IS,13373,12,IS,Age80+,COMXBB,387758
2023-09,IS,13373,0,IS,Age80+,COMXBB,387758
2023-12,IS,13373,501,IS,Age80+,COMXBB,387758
2023-11,IS,13373,2002,IS,Age80+,COMXBB,387758
2024-03,IS,,,IS,Chronic,COMXBB,387758
2024-03,IS,39986,29,IS,Age60_69,COMXBB,387758
2023-11,IS,39986,3272,IS,Age60_69,COMXBB,387758
2024-02,IS,303039,0,IS,ALL,UNK,387758
2024-03,IS,303039,0,IS,ALL,UNK,387758
2023-09,IS,39986,0,IS,Age60_69,COMXBB,387758
2023-09,IS,,0,IS,AgeUNK,COMXBB,387758
2023-11,IS,,0,IS,AgeUNK,COMXBB,387758
2023-12,IS,,0,IS,AgeUNK,COMXBB,387758
2024-02,IS,,0,IS,AgeUNK,COMXBB,387758
2024-03,IS,,0,IS,AgeUNK,COMXBB,387758
2023-10,IS,,0,IS,AgeUNK,COMXBB,387758
2024-01,IS,,0,IS,AgeUNK,COMXBB,387758
2023-10,IS,,,IS,Chronic,COMXBB,387758
2023-12,IS,,,IS,Chronic,COMXBB,387758
2024-01,IS,,,IS,Chronic,COMXBB,387758
2023-09,IS,,,IS,Chronic,COMXBB,387758
2023-12,IS,303039,4806,IS,ALL,COMXBB,387758
2023-10,IS,303039,58,IS,ALL,OTHER,387758
2023-10,IS,303039,0,IS,ALL,UNK,387758
2023-12,IS,303039,0,IS,ALL,OTHER,387758
2023-10,IS,303039,16585,IS,ALL,COMXBB,387758
2023-11,IS,303039,0,IS,ALL,UNK,387758
2023-09,IS,303039,0,IS,ALL,COMXBB,387758
2024-01,IT,7763802,1237,IT,Age60_69,NVXDXBB,58997201
2024-03,IT,7763802,127,IT,Age60_69,NVXDXBB,58997201
2023-12,IT,7763802,169050,IT,Age60_69,COMXBB,58997201
2023-09,IT,4506670,54,IT,Age80+,COMXBB,58997201
2024-01,IT,6073115,1914,IT,Age70_79,NVXDXBB,58997201
2024-02,IT,4506670,2908,IT,Age80+,COMXBB,58997201
2023-10,IT,4506670,88254,IT,Age80+,COMXBB,58997201
2023-12,IT,6073115,267417,IT,Age70_79,COMXBB,58997201
2023-10,IT,6073115,80504,IT,Age70_79,COMXBB,58997201
2023-11,IT,7763802,178073,IT,Age60_69,COMXBB,58997201
2024-02,IT,4506670,145,IT,Age80+,NVXDXBB,58997201
2024-02,IT,6073115,7308,IT,Age70_79,COMXBB,58997201
2024-03,IT,6073115,131,IT,Age70_79,NVXDXBB,58997201
2023-11,IT,6073115,268962,IT,Age70_79,COMXBB,58997201
2023-12,IT,6073115,347,IT,Age70_79,NVXDXBB,58997201
2023-09,IT,7763802,28,IT,Age60_69,COMXBB,58997201
2023-12,IT,7763802,280,IT,Age60_69,NVXDXBB,58997201
2024-02,IT,7763802,204,IT,Age60_69,NVXDXBB,58997201
2023-10,IT,7763802,59054,IT,Age60_69,COMXBB,58997201
2024-02,IT,7763802,4569,IT,Age60_69,COMXBB,58997201
2024-03,IT,7763802,902,IT,Age60_69,COMXBB,58997201
2024-03,IT,4506670,45,IT,Age80+,NVXDXBB,58997201
2024-01,IT,6073115,71962,IT,Age70_79,COMXBB,58997201
2024-01,IT,4506670,354,IT,Age80+,NVXDXBB,58997201
2024-03,IT,4506670,701,IT,Age80+,COMXBB,58997201
2024-01,IT,4506670,17482,IT,Age80+,COMXBB,58997201
2023-12,IT,4506670,245,IT,Age80+,NVXDXBB,58997201
2023-09,IT,6073115,14,IT,Age70_79,COMXBB,58997201
2024-02,IT,6073115,402,IT,Age70_79,NVXDXBB,58997201
2024-03,IT,6073115,1309,IT,Age70_79,COMXBB,58997201
2023-11,IT,4506670,277470,IT,Age80+,COMXBB,58997201
2023-12,IT,4506670,251573,IT,Age80+,COMXBB,58997201
2024-01,IT,7763802,42846,IT,Age60_69,COMXBB,58997201
2023-12,LI,,0,LI,AgeUNK,COMXBB,39677
2023-12,LI,,0,LI,AgeUNK,MODXBB,39677
2023-10,LI,1831,1,LI,Age80+,OTHER,39677
2023-10,LI,,1,LI,Age60+,OTHER,39677
2023-12,LI,3637,32,LI,Age70_79,MODXBB,39677
2023-11,LI,3637,0,LI,Age70_79,OTHER,39677
2023-10,LI,3637,0,LI,Age70_79,OTHER,39677
2023-09,LI,,0,LI,Age60+,OTHER,39677
2023-11,LI,,152,LI,Age60+,MODXBB,39677
2023-10,LI,,89,LI,Age60+,MODXBB,39677
2023-12,LI,,0,LI,Age60+,OTHER,39677
2023-12,LI,,57,LI,Age60+,COMXBB,39677
2023-09,LI,,0,LI,Age60+,MODXBB,39677
2023-10,LI,,74,LI,Age60+,COMXBB,39677
2023-09,LI,,0,LI,Age60+,COMXBB,39677
2023-11,LI,5230,32,LI,Age60_69,COMXBB,39677
2023-12,LI,5230,17,LI,Age60_69,COMXBB,39677
2024-02,LI,32757,0,LI,ALL,COMXBB,39677
2024-01,LI,32757,0,LI,ALL,OTHER,39677
2023-09,LI,32757,0,LI,ALL,COMXBB,39677
2023-11,LI,32757,204,LI,ALL,COMXBB,39677
2023-12,LI,,77,LI,Age60+,MODXBB,39677
2023-10,LI,5230,38,LI,Age60_69,MODXBB,39677
2023-09,LI,5230,0,LI,Age60_69,MODXBB,39677
2023-12,LI,1831,0,LI,Age80+,OTHER,39677
2023-12,LI,,0,LI,AgeUNK,OTHER,39677
2023-10,LI,,0,LI,AgeUNK,MODXBB,39677
2023-09,LI,,0,LI,AgeUNK,OTHER,39677
2023-09,LI,32757,0,LI,ALL,MODXBB,39677
2023-12,LI,32757,75,LI,ALL,COMXBB,39677
2023-12,LI,32757,0,LI,ALL,OTHER,39677
2023-10,LI,32757,92,LI,ALL,COMXBB,39677
2023-09,LI,32757,1,LI,ALL,OTHER,39677
2023-12,LI,1831,17,LI,Age80+,MODXBB,39677
2023-11,LI,32757,0,LI,ALL,OTHER,39677
2023-10,LI,32757,3,LI,ALL,OTHER,39677
2023-12,LI,32757,91,LI,ALL,MODXBB,39677
2024-03,LI,32757,1,LI,ALL,COMXBB,39677
2023-11,LI,,164,LI,Age60+,COMXBB,39677
2023-11,LI,32757,172,LI,ALL,MODXBB,39677
2023-10,LI,32757,110,LI,ALL,MODXBB,39677
2023-09,LI,1831,0,LI,Age80+,MODXBB,39677
2023-11,LI,1831,62,LI,Age80+,MODXBB,39677
2023-09,LI,1831,0,LI,Age80+,COMXBB,39677
2023-09,LI,1831,0,LI,Age80+,OTHER,39677
2023-10,LI,1831,14,LI,Age80+,COMXBB,39677
2023-11,LI,,0,LI,AgeUNK,MODXBB,39677
2023-09,LI,,0,LI,AgeUNK,COMXBB,39677
2023-10,LI,,0,LI,AgeUNK,COMXBB,39677
2023-10,LI,1831,15,LI,Age80+,MODXBB,39677
2023-09,LI,5230,0,LI,Age60_69,OTHER,39677
2023-11,LI,5230,32,LI,Age60_69,MODXBB,39677
2023-11,LI,,0,LI,AgeUNK,COMXBB,39677
2023-12,LI,5230,28,LI,Age60_69,MODXBB,39677
2023-10,LI,5230,0,LI,Age60_69,OTHER,39677
2023-12,LI,5230,0,LI,Age60_69,OTHER,39677
2023-09,LI,5230,0,LI,Age60_69,COMXBB,39677
2023-11,LI,1831,0,LI,Age80+,OTHER,39677
2023-12,LI,1831,14,LI,Age80+,COMXBB,39677
2023-11,LI,1831,74,LI,Age80+,COMXBB,39677
2023-10,LI,5230,25,LI,Age60_69,COMXBB,39677
2023-09,LI,3637,0,LI,Age70_79,MODXBB,39677
2023-11,LI,3637,58,LI,Age70_79,MODXBB,39677
2023-10,LI,3637,35,LI,Age70_79,COMXBB,39677
2023-09,LI,3637,0,LI,Age70_79,COMXBB,39677
2023-09,LI,3637,0,LI,Age70_79,OTHER,39677
2023-11,LI,5230,0,LI,Age60_69,OTHER,39677
2023-12,LI,3637,0,LI,Age70_79,OTHER,39677
2023-10,LI,3637,36,LI,Age70_79,MODXBB,39677
2023-11,LI,3637,58,LI,Age70_79,COMXBB,39677
2023-12,LI,3637,26,LI,Age70_79,COMXBB,39677
2023-11,LI,,0,LI,Age60+,OTHER,39677
2023-09,LI,,0,LI,AgeUNK,MODXBB,39677
2023-10,LI,,0,LI,AgeUNK,OTHER,39677
2023-11,LI,,0,LI,AgeUNK,OTHER,39677
2024-01,LI,32757,19,LI,ALL,COMXBB,39677
2024-01,LI,32757,21,LI,ALL,MODXBB,39677
2024-02,LI,32757,0,LI,ALL,MODXBB,39677
2024-02,LI,32757,0,LI,ALL,OTHER,39677
2024-03,LI,32757,6,LI,ALL,MODXBB,39677
2024-03,LI,32757,0,LI,ALL,OTHER,39677
2023-12,LT,160877,1650,LT,Age80+,COMXBB,2857279
2024-01,LT,160877,257,LT,Age80+,COMXBB,2857279
2024-03,LT,160877,2,LT,Age80+,COMXBB,2857279
2024-03,LT,,14,LT,Age60+,COMXBB,2857279
2024-01,LT,241578,237,LT,Age70_79,COMXBB,2857279
2024-03,LT,241578,5,LT,Age70_79,COMXBB,2857279
2023-12,LT,241578,2289,LT,Age70_79,COMXBB,2857279
2024-02,LT,241578,31,LT,Age70_79,COMXBB,2857279
2024-02,LT,160877,34,LT,Age80+,COMXBB,2857279
2024-02,LT,391448,43,LT,Age60_69,COMXBB,2857279
2023-12,LT,391448,5832,LT,Age60_69,COMXBB,2857279
2024-01,LT,391448,236,LT,Age60_69,COMXBB,2857279
2024-03,LT,391448,7,LT,Age60_69,COMXBB,2857279
2023-12,LT,,5832,LT,Age60+,COMXBB,2857279
2024-01,LT,,730,LT,Age60+,COMXBB,2857279
2023-09,LT,,94,LT,Age60+,COMXBB,2857279
2024-02,LT,,108,LT,Age60+,COMXBB,2857279
2023-11,LT,,15184,LT,Age60+,COMXBB,2857279
2023-10,LT,,19313,LT,Age60+,COMXBB,2857279
2024-02,LU,,2,,Age60_69,OTHER,660809
2023-10,LU,,6622,,ALL,COMXBB,660809
2023-09,LU,,84,,ALL,OTHER,660809
2023-12,LU,,27,,Age60_69,OTHER,660809
2023-10,LU,,1606,,Age60_69,COMXBB,660809
2023-12,LU,,3895,,ALL,COMXBB,660809
2023-11,LU,,401,,ALL,OTHER,660809
2023-09,LU,,25,,Age60_69,OTHER,660809
2024-01,LU,,738,,ALL,COMXBB,660809
2023-11,LU,,7714,,ALL,COMXBB,660809
2023-10,LU,,276,,ALL,OTHER,660809
2023-12,LU,,105,,ALL,OTHER,660809
2023-09,LU,,0,,ALL,COMXBB,660809
2024-03,LU,,2,,ALL,OTHER,660809
2024-02,LU,,185,,ALL,COMXBB,660809
2024-02,LU,,42,,Age60_69,COMXBB,660809
2023-10,LU,,89,,Age60_69,OTHER,660809
2023-12,LU,,1031,,Age60_69,COMXBB,660809
2024-01,LU,,4,,Age60_69,OTHER,660809
2023-11,LU,,2043,,Age60_69,COMXBB,660809
2024-01,LU,,28,,ALL,OTHER,660809
2024-03,LU,,1,,Age60_69,OTHER,660809
2024-02,LU,,2,,ALL,OTHER,660809
2024-01,LU,,172,,Age60_69,COMXBB,660809
2024-03,LU,,46,,ALL,COMXBB,660809
2023-11,LU,,2205,,Age70_79,COMXBB,660809
2024-02,LU,,35,,Age70_79,COMXBB,660809
2024-01,LU,,210,,Age70_79,COMXBB,660809
2024-01,LU,,13,,Age70_79,OTHER,660809
2024-03,LU,,1,,Age80+,OTHER,660809
2023-12,LU,,794,,Age80+,COMXBB,660809
2023-12,LU,,1033,,Age70_79,COMXBB,660809
2023-11,LU,,60,,Age80+,OTHER,660809
2024-01,LU,,2,,Age80+,OTHER,660809
2023-10,LU,,1647,,Age80+,COMXBB,660809
2024-03,LU,,6,,Age60_69,COMXBB,660809
2023-09,LU,,7,,Age80+,OTHER,660809
2024-02,LU,,59,,Age80+,COMXBB,660809
2024-03,LU,,10,,Age80+,COMXBB,660809
2023-11,LU,,1669,,Age80+,COMXBB,660809
2023-10,LU,,52,,Age80+,OTHER,660809
2024-02,LU,,0,,Age80+,OTHER,660809
2023-12,LU,,22,,Age80+,OTHER,660809
2024-01,LU,,170,,Age80+,COMXBB,660809
2024-03,LU,,0,,Age70_79,OTHER,660809
2024-03,LU,,8,,Age70_79,COMXBB,660809
2023-12,LU,,27,,Age70_79,OTHER,660809
2023-10,LU,,1768,,Age70_79,COMXBB,660809
2023-09,LU,,10,,Age70_79,OTHER,660809
2024-02,LU,,0,,Age70_79,OTHER,660809
2023-11,LU,,127,,Age70_79,OTHER,660809
2023-11,LU,,122,,Age60_69,OTHER,660809
2023-10,LU,,85,,Age70_79,OTHER,660809
2023-12,MT,60265,18,MT,Age60_69,MODXBB,542051
2023-10,MT,60265,,MT,Age60_69,OTHER,542051
2023-11,MT,60265,,MT,Age60_69,COMXBB,542051
2023-12,MT,60265,59,MT,Age60_69,COMXBB,542051
2023-09,MT,60265,,MT,Age60_69,COMXBB,542051
2023-11,MT,60265,,MT,Age60_69,OTHER,542051
2023-12,MT,60265,86,MT,Age60_69,OTHER,542051
2023-10,MT,60265,,MT,Age60_69,MODXBB,542051
2023-12,MT,460088,195,MT,ALL,MODXBB,542051
2023-10,MT,460088,555,MT,ALL,COMXBB,542051
2023-09,MT,460088,,MT,ALL,OTHER,542051
2023-12,MT,12400,,MT,HCW,MODXBB,542051
2023-11,MT,460088,5,MT,ALL,COMXBB,542051
2023-11,MT,12400,,MT,HCW,MODXBB,542051
2023-09,MT,12400,,MT,HCW,OTHER,542051
2023-10,MT,12400,,MT,HCW,MODXBB,542051
2023-12,MT,12400,,MT,HCW,OTHER,542051
2023-12,MT,,,MT,Pregnant,COMXBB,542051
2023-10,MT,,,MT,Pregnant,OTHER,542051
2023-11,MT,,,MT,Pregnant,COMXBB,542051
2023-10,MT,,,MT,Pregnant,MODXBB,542051
2023-12,MT,,,MT,Pregnant,OTHER,542051
2023-11,MT,,,MT,Pregnant,OTHER,542051
2023-09,MT,,,MT,Pregnant,COMXBB,542051
2023-09,MT,,,MT,Pregnant,OTHER,542051
2023-12,MT,,,MT,Pregnant,MODXBB,542051
2023-11,MT,,,MT,Pregnant,MODXBB,542051
2023-10,MT,,,MT,Pregnant,COMXBB,542051
2023-09,MT,,,MT,Pregnant,MODXBB,542051
2023-10,MT,50228,,MT,Age70_79,OTHER,542051
2023-12,MT,50228,139,MT,Age70_79,COMXBB,542051
2023-09,MT,50228,,MT,Age70_79,OTHER,542051
2023-11,MT,50228,,MT,Age70_79,COMXBB,542051
2023-10,MT,50228,,MT,Age70_79,COMXBB,542051
2023-12,MT,50228,58,MT,Age70_79,MODXBB,542051
2023-09,MT,50228,,MT,Age70_79,COMXBB,542051
2023-10,MT,50228,,MT,Age70_79,MODXBB,542051
2023-12,MT,50228,117,MT,Age70_79,OTHER,542051
2023-11,MT,50228,,MT,Age70_79,MODXBB,542051
2023-09,MT,60265,,MT,Age60_69,OTHER,542051
2023-10,MT,12400,,MT,HCW,OTHER,542051
2023-11,MT,12400,,MT,HCW,COMXBB,542051
2023-12,MT,12400,,MT,HCW,COMXBB,542051
2023-11,MT,12400,,MT,HCW,OTHER,542051
2023-09,MT,12400,,MT,HCW,COMXBB,542051
2023-09,MT,12400,,MT,HCW,MODXBB,542051
2023-10,MT,12400,,MT,HCW,COMXBB,542051
2023-09,MT,60265,,MT,Age60_69,MODXBB,542051
2023-10,MT,60265,118,MT,Age60_69,COMXBB,542051
2023-11,MT,60265,,MT,Age60_69,MODXBB,542051
2023-09,MT,50228,,MT,Age70_79,MODXBB,542051
2023-11,MT,50228,,MT,Age70_79,OTHER,542051
2023-12,MT,460088,435,MT,ALL,OTHER,542051
2023-09,MT,460088,,MT,ALL,COMXBB,542051
2023-10,MT,460088,,MT,ALL,MODXBB,542051
2023-09,MT,460088,1,MT,ALL,MODXBB,542051
2023-11,MT,460088,,MT,ALL,OTHER,542051
2023-10,MT,460088,,MT,ALL,OTHER,542051
2023-12,MT,460088,680,MT,ALL,COMXBB,542051
2023-11,MT,460088,,MT,ALL,MODXBB,542051
2023-11,MT,21407,,MT,Age80+,COMXBB,542051
2023-12,MT,21407,291,MT,Age80+,COMXBB,542051
2023-12,MT,21407,107,MT,Age80+,MODXBB,542051
2023-09,MT,21407,,MT,Age80+,OTHER,542051
2023-11,MT,21407,,MT,Age80+,OTHER,542051
2023-10,MT,21407,,MT,Age80+,OTHER,542051
2023-09,MT,21407,1,MT,Age80+,MODXBB,542051
2023-10,MT,21407,,MT,Age80+,MODXBB,542051
2023-10,MT,21407,76,MT,Age80+,COMXBB,542051
2023-11,MT,21407,,MT,Age80+,MODXBB,542051
2023-09,MT,21407,,MT,Age80+,COMXBB,542051
2023-12,MT,21407,184,MT,Age80+,OTHER,542051
2023-09,MT,,,MT,AgeUNK,OTHER,542051
2023-11,MT,,,MT,AgeUNK,OTHER,542051
2023-10,MT,,,MT,AgeUNK,OTHER,542051
2023-11,MT,,,MT,AgeUNK,COMXBB,542051
2023-12,MT,,,MT,AgeUNK,COMXBB,542051
2023-09,MT,,,MT,AgeUNK,COMXBB,542051
2023-09,MT,,,MT,AgeUNK,MODXBB,542051
2023-12,MT,,,MT,AgeUNK,MODXBB,542051
2023-10,MT,,,MT,AgeUNK,COMXBB,542051
2023-11,MT,,,MT,AgeUNK,MODXBB,542051
2023-12,MT,,,MT,AgeUNK,OTHER,542051
2023-10,MT,,,MT,AgeUNK,MODXBB,542051
2023-09,MT,,,MT,Chronic,OTHER,542051
2023-10,MT,,,MT,Chronic,COMXBB,542051
2023-11,MT,,,MT,Chronic,MODXBB,542051
2023-12,MT,,,MT,Chronic,MODXBB,542051
2023-10,MT,,,MT,Chronic,OTHER,542051
2023-09,MT,,,MT,Chronic,COMXBB,542051
2023-11,MT,,,MT,Chronic,COMXBB,542051
2023-12,MT,,,MT,Chronic,COMXBB,542051
2023-11,MT,,,MT,Chronic,OTHER,542051
2023-09,MT,,,MT,Chronic,MODXBB,542051
2023-12,MT,,,MT,Chronic,OTHER,542051
2023-10,MT,,,MT,Chronic,MODXBB,542051
2023-12,NL,,310,NL,Age60+,NVXDXBB,17811291
2023-12,NL,14498189,513,NL,ALL,NVXDXBB,17811291
2024-02,NL,14498189,1045,NL,ALL,COMXBB,17811291
2023-09,NL,14498189,60,NL,ALL,COMXBB,17811291
2023-10,NL,14498189,0,NL,ALL,NVXDXBB,17811291
2023-10,NL,14498189,1082124,NL,ALL,COMXBB,17811291
2023-12,NL,,400329,NL,Age60+,COMXBB,17811291
2024-02,NL,,630,NL,Age60+,COMXBB,17811291
2023-10,NL,1697929,0,NL,Age70_79,NVXDXBB,17811291
2024-01,NL,1697929,585,NL,Age70_79,COMXBB,17811291
2024-03,NL,1697929,74,NL,Age70_79,COMXBB,17811291
2023-10,NL,1697929,222733,NL,Age70_79,COMXBB,17811291
2023-11,NL,1697929,0,NL,Age70_79,NVXDXBB,17811291
2023-09,NL,1697929,0,NL,Age70_79,NVXDXBB,17811291
2023-12,NL,1697929,204537,NL,Age70_79,COMXBB,17811291
2023-11,NL,14498189,0,NL,ALL,NVXDXBB,17811291
2023-11,NL,2212042,305716,NL,Age60_69,COMXBB,17811291
2024-01,NL,14498189,13,NL,ALL,NVXDXBB,17811291
2023-12,NL,872617,32304,NL,Age80+,COMXBB,17811291
2024-02,NL,,3,NL,Age60+,NVXDXBB,17811291
2024-03,NL,1697929,1,NL,Age70_79,NVXDXBB,17811291
2023-11,NL,,1077663,NL,Age60+,COMXBB,17811291
2023-09,NL,,0,NL,Age60+,NVXDXBB,17811291
2024-01,NL,,9,NL,Age60+,NVXDXBB,17811291
2023-10,NL,,987228,NL,Age60+,COMXBB,17811291
2024-03,NL,,174,NL,Age60+,COMXBB,17811291
2024-01,NL,14498189,2587,NL,ALL,COMXBB,17811291
2023-10,NL,872617,0,NL,Age80+,NVXDXBB,17811291
2024-01,NL,872617,288,NL,Age80+,COMXBB,17811291
2024-03,NL,872617,0,NL,Age80+,NVXDXBB,17811291
2023-09,NL,872617,5,NL,Age80+,COMXBB,17811291
2024-02,NL,872617,0,NL,Age80+,NVXDXBB,17811291
2023-11,NL,872617,152083,NL,Age80+,COMXBB,17811291
2024-01,NL,872617,3,NL,Age80+,NVXDXBB,17811291
2023-12,NL,872617,23,NL,Age80+,NVXDXBB,17811291
2024-02,NL,872617,137,NL,Age80+,COMXBB,17811291
2024-03,NL,14498189,2,NL,ALL,NVXDXBB,17811291
2023-09,NL,872617,0,NL,Age80+,NVXDXBB,17811291
2023-10,NL,872617,390158,NL,Age80+,COMXBB,17811291
2024-02,NL,1697929,2,NL,Age70_79,NVXDXBB,17811291
2024-03,NL,872617,32,NL,Age80+,COMXBB,17811291
2023-11,NL,1697929,619864,NL,Age70_79,COMXBB,17811291
2023-12,NL,1697929,113,NL,Age70_79,NVXDXBB,17811291
2024-02,NL,1697929,239,NL,Age70_79,COMXBB,17811291
2023-09,NL,1697929,16,NL,Age70_79,COMXBB,17811291
2024-01,NL,1697929,1,NL,Age70_79,NVXDXBB,17811291
2023-09,NL,2212042,0,NL,Age60_69,NVXDXBB,17811291
2024-02,NL,2212042,254,NL,Age60_69,COMXBB,17811291
2023-11,NL,2212042,0,NL,Age60_69,NVXDXBB,17811291
2023-09,NL,2212042,29,NL,Age60_69,COMXBB,17811291
2024-02,NL,2212042,1,NL,Age60_69,NVXDXBB,17811291
2024-03,NL,2212042,0,NL,Age60_69,NVXDXBB,17811291
2024-03,NL,2212042,68,NL,Age60_69,COMXBB,17811291
2023-12,NL,2212042,174,NL,Age60_69,NVXDXBB,17811291
2023-11,NL,,0,NL,Age60+,NVXDXBB,17811291
2024-01,NL,2212042,5,NL,Age60_69,NVXDXBB,17811291
2023-12,NL,2212042,163488,NL,Age60_69,COMXBB,17811291
2023-10,NL,2212042,0,NL,Age60_69,NVXDXBB,17811291
2023-10,NL,2212042,374337,NL,Age60_69,COMXBB,17811291
2024-01,NL,2212042,622,NL,Age60_69,COMXBB,17811291
2023-10,NL,,0,NL,Age60+,NVXDXBB,17811291
2023-11,NL,872617,0,NL,Age80+,NVXDXBB,17811291
2024-01,NL,,1495,NL,Age60+,COMXBB,17811291
2024-03,NL,,1,NL,Age60+,NVXDXBB,17811291
2024-03,NL,14498189,372,NL,ALL,COMXBB,17811291
2023-09,NL,14498189,0,NL,ALL,NVXDXBB,17811291
2023-12,NL,14498189,475814,NL,ALL,COMXBB,17811291
2023-09,NL,,50,NL,Age60+,COMXBB,17811291
2024-02,NL,14498189,10,NL,ALL,NVXDXBB,17811291
2023-11,NL,14498189,1174360,NL,ALL,COMXBB,17811291
2023-10,NO,4376793,305416,NO,ALL,COMXBB,5488984
2023-09,NO,4376793,16396,NO,ALL,COMXBB,5488984
2024-03,NO,4376793,1189,NO,ALL,COMXBB,5488984
2023-11,NO,4376793,306128,NO,ALL,COMXBB,5488984
2024-01,NO,4376793,10013,NO,ALL,COMXBB,5488984
2023-12,NO,604760,17324,NO,Age60_69,COMXBB,5488984
2024-03,NO,604760,260,NO,Age60_69,COMXBB,5488984
2023-10,NO,604760,72421,NO,Age60_69,COMXBB,5488984
2023-11,NO,,1984,NO,HCW,COMXBB,5488984
2023-11,NO,604760,82956,NO,Age60_69,COMXBB,5488984
2024-01,NO,604760,2763,NO,Age60_69,COMXBB,5488984
2024-02,NO,604760,676,NO,Age60_69,COMXBB,5488984
2023-09,NO,604760,3931,NO,Age60_69,COMXBB,5488984
2024-01,NO,246360,1576,NO,Age80+,COMXBB,5488984
2024-03,NO,,7,NO,HCW,COMXBB,5488984
2024-03,NO,476435,340,NO,Age70_79,COMXBB,5488984
2023-09,NO,476435,7565,NO,Age70_79,COMXBB,5488984
2023-10,NO,476435,135026,NO,Age70_79,COMXBB,5488984
2023-10,NO,246360,71096,NO,Age80+,COMXBB,5488984
2023-11,NO,246360,62028,NO,Age80+,COMXBB,5488984
2024-02,NO,246360,415,NO,Age80+,COMXBB,5488984
2023-12,NO,246360,10132,NO,Age80+,COMXBB,5488984
2024-03,NO,246360,144,NO,Age80+,COMXBB,5488984
2023-09,NO,246360,3111,NO,Age80+,COMXBB,5488984
2024-01,NO,476435,3286,NO,Age70_79,COMXBB,5488984
2023-09,NO,,58,NO,HCW,COMXBB,5488984
2023-10,NO,,1669,NO,HCW,COMXBB,5488984
